taxonomy_id	name	rank	lineage	InfA-30_diamond.diamond	PI2-20_diamond.diamond	InfA-33_diamond.diamond	InfB-22_diamond.diamond	RSA-24_diamond.diamond	RSV-25_diamond.diamond
28453	Sphingobacterium	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium	0	0	0	1	0	0
717610	Vibrio harveyi group	species group	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio harveyi group	0	0	0	1	0	0
1852022	Roseitalea porphyridii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Ahrensiaceae;Roseitalea;Roseitalea porphyridii	0	0	0	1	0	0
201174	Actinomycetota	phylum	cellular organisms;Bacteria;Bacillati;Actinomycetota	0	0	0	1	26	0
422676	Aconoidasida	class	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida	0	0	0	1	0	0
3042300	Vibrio sp. YMD68	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;unclassified Vibrio;Vibrio sp. YMD68	0	0	0	1	0	0
67827	Citrobacter werkmanii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii complex;Citrobacter werkmanii	0	0	0	1	0	0
2847061	Escherichia phage ev099	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes incertae sedis;Radostvirus;Radostvirus ev099;Escherichia phage ev099	0	0	0	1	0	0
1912091	Nioella sp.	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Nioella;unclassified Nioella;Nioella sp.	0	0	0	1	0	0
222543	Hypocreomycetidae	subclass	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae	0	0	0	2	0	0
487316	Acinetobacter soli	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter soli	0	0	0	1	0	291
33634	Stramenopiles	clade	cellular organisms;Eukaryota;Sar;Stramenopiles	0	0	0	2	0	0
2931930	Kovacikia minuta	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Leptolyngbyales;Leptolyngbyaceae;Kovacikia;Kovacikia minuta	0	0	0	2	0	0
1822365	Bovine retrovirus CH15	species	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Betaretrovirus;unclassified Betaretrovirus;Bovine retrovirus CH15	0	0	0	1	0	0
2584084	Methylobacterium symbioticum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium symbioticum	0	0	0	1	0	0
2995413	Neisseria leonii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria leonii	0	0	0	2	0	2
2904120	Moraxella nasibovis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella nasibovis	0	0	0	1	0	41
1917215	Ferrovibrio sp.	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Ferrovibrio;unclassified Ferrovibrio;Ferrovibrio sp.	0	0	0	1	0	0
3080828	Methylocapsa polymorpha	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocapsa;Methylocapsa polymorpha	0	0	0	2	0	0
2758440	Changpingibacter yushuensis	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Changpingibacter;Changpingibacter yushuensis	0	0	0	1	0	1
1869285	Allofrancisella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Allofrancisella	0	0	0	1	0	0
2962888	Rhizobium sp. YTUHZ045	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;unclassified Rhizobium;Rhizobium sp. YTUHZ045	0	0	0	1	0	0
464988	Hemiselmis andersenii	species	cellular organisms;Eukaryota;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis andersenii	0	0	0	1	0	0
501783	Cloacibacterium	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium	0	0	0	1	0	0
2762318	Weeksellaceae	family	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae	0	0	0	1	0	0
225991	Comamonas aquatica	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas aquatica	0	0	0	1	0	0
993414	Naumannella halotolerans	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Naumannella;Naumannella halotolerans	0	0	0	1	0	0
2632499	unclassified Thalassobaculum	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassobaculaceae;Thalassobaculum;unclassified Thalassobaculum	0	0	0	1	0	0
2623496	unclassified Xanthobacter	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Xanthobacter;unclassified Xanthobacter	0	0	0	2	0	0
3072908	unclassified Candidatus Pseudothioglobus	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Candidatus Pseudothioglobaceae;Candidatus Pseudothioglobus;unclassified Candidatus Pseudothioglobus	0	0	0	1	0	0
107324	Tobacco vein clearing virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Solendovirus;Solendovirus venanicotianae;Tobacco vein clearing virus	0	0	0	1	0	0
679716	Trypanosoma brucei gambiense DAL972	strain	cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Trypanosoma;Trypanozoon;Trypanosoma brucei;Trypanosoma brucei gambiense;Trypanosoma brucei gambiense DAL972	0	0	0	1	0	0
1892855	Sphingosinicella sp. BN140058	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae;Sphingosinicella;unclassified Sphingosinicella;Sphingosinicella sp. BN140058	0	0	0	1	0	0
2994496	Dyella sp. GSA-30	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;unclassified Dyella;Dyella sp. GSA-30	0	0	0	2	0	0
31271	Plasmodium chabaudi chabaudi	subspecies	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Vinckeia);Plasmodium chabaudi;Plasmodium chabaudi chabaudi	0	0	0	1	0	0
11901	Bovine leukemia virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Deltaretrovirus bovleu;Bovine leukemia virus	0	0	0	3	6	0
738	Glaesserella parasuis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Glaesserella;Glaesserella parasuis	0	0	0	2	0	1
3457314	Thalassospira sp. SM2505	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira;unclassified Thalassospira;Thalassospira sp. SM2505	0	0	0	1	0	0
650378	Cardinium endosymbiont of Sogatella furcifera	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Amoebophilaceae;Candidatus Cardinium;unclassified Candidatus Cardinium;Cardinium endosymbiont of Sogatella furcifera	0	0	0	2	1	1
3423439	Psychrobacter sp. VH5	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. VH5	0	0	0	1	0	189
759273	Colletotrichum higginsianum IMI 349063	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum destructivum species complex;Colletotrichum higginsianum;Colletotrichum higginsianum IMI 349063	0	0	0	2	0	0
542	Zymomonas mobilis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Zymomonadaceae;Zymomonas;Zymomonas mobilis	0	0	0	1	0	0
1808979	Candidatus Methylospira mobilis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Candidatus Methylospira;Candidatus Methylospira mobilis	0	0	0	1	0	0
90241	Lwoffella lincolnii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Lwoffella;Lwoffella lincolnii	0	0	0	1	0	2805922
208215	Parvularcula	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula	0	0	0	1	0	0
2740464	Phyllobacterium pellucidum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium pellucidum	0	0	0	1	2	0
2571746	Trinickia violacea	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Trinickia;Trinickia violacea	0	0	0	1	0	0
3066216	Cardinium endosymbiont of Tipula unca	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Amoebophilaceae;Candidatus Cardinium;unclassified Candidatus Cardinium;Cardinium endosymbiont of Tipula unca	0	0	0	1	0	0
3058963	Methylomonas montana	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas montana	0	0	0	1	0	0
181762	Psilocybe cubensis	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Strophariaceae;Psilocybe;Psilocybe cubensis	0	0	0	2	0	0
657642	Brevundimonas olei	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas olei	0	0	0	1	0	0
3395267	Ekhidna algicida	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae;Ekhidna;Ekhidna algicida	0	0	0	1	0	0
3161580	Leptolyngbya iicbica	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Leptolyngbyales;Leptolyngbyaceae;Leptolyngbya group;Leptolyngbya;Leptolyngbya iicbica	0	0	0	1	0	0
2847062	Escherichia phage ev207	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes incertae sedis;Jouyvirus;Jouyvirus ev207;Escherichia phage ev207	0	0	0	1	0	0
2547451	Leptolyngbya sp. NK1-12	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Leptolyngbyales;Leptolyngbyaceae;Leptolyngbya group;Leptolyngbya;unclassified Leptolyngbya;Leptolyngbya sp. NK1-12	0	0	0	1	0	1
120652	Methylocella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella	0	0	0	1	0	0
662	Vibrio	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio	0	0	0	1	0	9
3058420	Tropicibacter oceani	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Tropicibacter;Tropicibacter oceani	0	0	0	1	0	0
588673	Solirubrobacterales	order	cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales	0	0	0	1	0	4
2602015	Hypericibacter terrae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Hypericibacter;Hypericibacter terrae	0	0	0	1	0	0
43306	Pseudomonas denitrificans (nom. rej.)	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Halopseudomonas;Halopseudomonas pertucinogena group;Pseudomonas denitrificans (nom. rej.)	0	0	0	1	0	0
2831780	Bradyrhizobium sp. sBnM-33	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;unclassified Bradyrhizobium;Bradyrhizobium sp. sBnM-33	0	0	0	2	0	0
2823693	Phenylobacterium montanum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium montanum	0	0	0	1	0	0
48558	Pyricularia	genus	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Magnaporthales;Pyriculariaceae;Pyricularia	0	0	0	1	0	0
2741701	Candidatus Bodocaedibacter vickermanii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Holosporales;Candidatus Paracaedibacteraceae;Candidatus Bodocaedibacter;Candidatus Bodocaedibacter vickermanii	0	0	0	1	0	0
1473598	Paludibaculum fermentans	species	cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;Paludibaculum;Paludibaculum fermentans	0	0	0	1	0	0
2169400	Paragemmobacter aquarius	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paragemmobacter;Paragemmobacter aquarius	0	0	0	1	0	0
44577	Nitrosomonas ureae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas ureae	0	0	0	1	0	0
1090133	Enterobacteria phage IME10	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes incertae sedis;Lederbergvirus;unclassified Lederbergvirus;Enterobacteria phage IME10	0	0	0	1	0	0
3092148	Tateyamaria sp. SN6-1	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Tateyamaria;unclassified Tateyamaria;Tateyamaria sp. SN6-1	0	0	0	1	0	0
2651167	Ignavibacterium sp.	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;unclassified Ignavibacterium;Ignavibacterium sp.	0	0	0	1	0	17
482957	Burkholderia lata	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia lata	0	0	0	1	0	0
111781	[Leptolyngbya] sp. PCC 7376	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Geminocystaceae;Picosynechococcus;unclassified Picosynechococcus;[Leptolyngbya] sp. PCC 7376	0	0	0	1	0	0
3085097	Candidatus Promineifilaceae	family	cellular organisms;Bacteria;Bacillati;Chloroflexota;Ardenticatenia;Candidatus Promineifilales;Candidatus Promineifilaceae	0	0	0	1	0	0
1775926	Lodderomyces beijingensis	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Serinales;Debaryomycetaceae;Candida/Lodderomyces clade;Lodderomyces;Lodderomyces beijingensis	0	0	0	1	0	0
3453421	Pampinifervens	genus	cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Aquificales;Aquificaceae;Pampinifervens	0	0	0	1	0	0
1734106	Kwoniella shandongensis	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella shandongensis	0	0	0	2	0	0
3136564	Paraburkholderia sp. IMGN_8	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;unclassified Paraburkholderia;Paraburkholderia sp. IMGN_8	0	0	0	2	2	0
2630699	unclassified Hyphomonas	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hyphomonas;unclassified Hyphomonas	0	0	0	2	0	0
1573823	uncultured Draconibacterium sp.	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Draconibacterium;environmental samples;uncultured Draconibacterium sp.	0	0	0	1	0	0
3240027	Saccharopolyspora sp. CA-218241	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;unclassified Saccharopolyspora;Saccharopolyspora sp. CA-218241	0	0	0	1	0	0
1868215	Orthopneumovirus	genus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Pneumoviridae;Orthopneumovirus	0	0	0	0	1515588	95458
11250	human respiratory syncytial virus	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Pneumoviridae;Orthopneumovirus;Orthopneumovirus hominis;human respiratory syncytial virus	0	0	0	0	1796895	287342
1282	Staphylococcus epidermidis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis	0	0	0	0	580307	0
1151742	Lactococcus taiwanensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus taiwanensis	0	0	0	0	2866	0
45972	Staphylococcus pasteuri	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pasteuri	0	0	0	0	1327	0
208893	Human respiratory syncytial virus A	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Pneumoviridae;Orthopneumovirus;Orthopneumovirus hominis;human respiratory syncytial virus;Human respiratory syncytial virus A	0	0	0	0	418974	58
1276936	Staphylococcus petrasii	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus petrasii	0	0	0	0	11579	0
12059	Enterovirus	genus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus	0	0	0	0	2733	0
1414719	Corynebacterium jeddahense	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium jeddahense	0	0	0	0	23174	0
65058	Corynebacterium ulcerans	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium ulcerans	0	0	0	0	728	0
33028	Staphylococcus saccharolyticus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus saccharolyticus	0	0	0	0	1716	0
2946630	Ensavirinae	subfamily	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae	0	0	0	0	828	0
147711	Rhinovirus A	no rank	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus alpharhino;Rhinovirus A	0	0	0	0	4117	0
165779	Anaerococcus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus	0	0	0	0	1928	0
1718	Corynebacterium glutamicum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium glutamicum	0	0	0	0	929	0
379899	Niabella	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Niabella	0	0	0	0	100	0
29380	Staphylococcus caprae	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus caprae	0	0	0	0	3590	0
33010	Cutibacterium avidum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium avidum	0	0	0	0	3240	0
441500	Corynebacterium timonense	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium timonense	0	0	0	0	1304	0
