#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_964026935.1	PRJNA224116	SAMEA114449927	na	na	3066170	3066170	Wolbachia endosymbiont (group A) of Cydia strobilella	na	54640	latest	Complete Genome	Major	Full	2024-04-20	ilCydStro3.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964026935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/935/GCF_964026935.1_ilCydStro3.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1270816	1270816	35	1	1	1	NCBI RefSeq	GCF_964026935.1-RS_2025_01_08	2025-01-08	1245	1157	41	na
GCF_964026835.1	PRJNA224116	SAMEA114449929	na	reference genome	3066171	3066171	Wolbachia endosymbiont (group A) of Dendrolimus pini	na	54642	latest	Complete Genome	Major	Full	2024-04-20	ilDenPini1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964026835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/835/GCF_964026835.1_ilDenPini1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1391420	1391420	35	1	1	1	NCBI RefSeq	GCF_964026835.1-RS_2025_01_08	2025-01-08	1393	1269	41	na
GCF_964026695.1	PRJNA224116	SAMEA114449930	na	reference genome	3066172	3066172	Wolbachia endosymbiont (group B) of Dendrolimus pini	na	54643	latest	Complete Genome	Major	Full	2024-04-20	ilDenPini1.Wolbachia_sp_2.1	WELLCOME SANGER INSTITUTE	GCA_964026695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/695/GCF_964026695.1_ilDenPini1.Wolbachia_sp_2.1	na	na	na	haploid	bacteria	1606318	1606318	34	1	1	1	NCBI RefSeq	GCF_964026695.1-RS_2025_01_08	2025-01-08	1506	1380	41	na
GCF_964026825.1	PRJNA224116	SAMEA114449931	na	reference genome	3066173	3066173	Wolbachia endosymbiont (group B) of Elophila nymphaeata	na	54644	latest	Complete Genome	Major	Full	2024-04-20	ilEloNymp1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964026825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/825/GCF_964026825.1_ilEloNymp1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1742200	1742200	34	1	1	1	NCBI RefSeq	GCF_964026825.1-RS_2025_01_08	2025-01-08	1597	1460	42	na
GCF_964028345.1	PRJNA224116	SAMEA114450615	na	na	3066174	3066174	Wolbachia endosymbiont (group A) of Ennomos erosarius	na	54801	latest	Complete Genome	Major	Full	2024-06-28	ilEnnEroa1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/345/GCF_964028345.1_ilEnnEroa1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1436213	1436213	35	1	1	1	NCBI RefSeq	GCF_964028345.1-RS_2025_01_08	2025-01-08	1529	1360	41	na
GCF_964026905.1	PRJNA224116	SAMEA114449933	na	reference genome	3066175	3066175	Wolbachia endosymbiont (group B) of Ennomos erosarius	na	54647	latest	Complete Genome	Major	Full	2024-04-20	ilEnnEroa1.Wolbachia_sp_3.1	WELLCOME SANGER INSTITUTE	GCA_964026905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/905/GCF_964026905.1_ilEnnEroa1.Wolbachia_sp_3.1	na	na	na	haploid	bacteria	1214654	1214654	35	1	1	1	NCBI RefSeq	GCF_964026905.1-RS_2025_01_08	2025-01-08	1287	1030	42	na
GCF_964028595.1	PRJNA224116	SAMEA114449934	na	reference genome	3066176	3066176	Wolbachia endosymbiont (group B) of Falcaria lacertinaria	na	54648	latest	Complete Genome	Major	Full	2024-06-28	ilFalLace1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/595/GCF_964028595.1_ilFalLace1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1325863	1325863	34	1	1	1	NCBI RefSeq	GCF_964028595.1-RS_2025_01_08	2025-01-08	1270	1162	41	na
GCF_964028515.1	PRJNA224116	SAMEA114449935	na	reference genome	3066177	3066177	Wolbachia endosymbiont (group B) of Hofmannophila pseudospretella	na	54649	latest	Complete Genome	Major	Full	2024-06-28	ilHofPseu3.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/515/GCF_964028515.1_ilHofPseu3.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1615186	1615186	34	1	1	1	NCBI RefSeq	GCF_964028515.1-RS_2025_01_08	2025-01-08	1549	1396	41	na
GCF_964028625.1	PRJNA224116	SAMEA114449936	na	reference genome	3066178	3066178	Wolbachia endosymbiont (group B) of Horisme vitalbata	na	54650	latest	Complete Genome	Major	Full	2024-06-28	ilHorVita1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/625/GCF_964028625.1_ilHorVita1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1562273	1562273	34	1	1	1	NCBI RefSeq	GCF_964028625.1-RS_2025_01_08	2025-01-08	1492	1351	42	na
GCF_964026785.1	PRJNA224116	SAMEA114449938	na	reference genome	3066179	3066179	Wolbachia endosymbiont (group B) of Idaea biselata	na	54652	latest	Complete Genome	Major	Full	2024-04-20	ilIdaBise2.Wolbachia_sp_2.1	WELLCOME SANGER INSTITUTE	GCA_964026785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/785/GCF_964026785.1_ilIdaBise2.Wolbachia_sp_2.1	na	na	na	haploid	bacteria	1782139	1782139	34	1	1	1	NCBI RefSeq	GCF_964026785.1-RS_2025_01_08	2025-01-08	1649	1491	42	na
GCF_964277435.1	PRJNA224116	SAMEA114449939	na	reference genome	3066180	3066180	Wolbachia endosymbiont (group B) of Myelois circumvoluta	na	54653	latest	Complete Genome	Major	Full	2024-10-31	ilMyeCirc1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964277435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/277/435/GCF_964277435.1_ilMyeCirc1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1785269	1785269	34.5	1	1	1	NCBI RefSeq	GCF_964277435.1-RS_2025_01_08	2025-01-08	1649	1508	41	na
GCF_964028405.1	PRJNA224116	SAMEA114449940	na	reference genome	3066181	3066181	Wolbachia endosymbiont (group B) of Tholera decimalis	na	54654	latest	Complete Genome	Major	Full	2024-06-28	ilThoDeci1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/405/GCF_964028405.1_ilThoDeci1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1668121	1668121	34	1	1	1	NCBI RefSeq	GCF_964028405.1-RS_2025_01_08	2025-01-08	1574	1420	41	na
GCF_964028225.1	PRJNA224116	SAMEA114449941	na	reference genome	3066182	3066182	Wolbachia endosymbiont (group B) of Udea ferrugalis	na	54655	latest	Complete Genome	Major	Full	2024-06-28	ilUdeFerr1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/225/GCF_964028225.1_ilUdeFerr1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1333469	1333469	34	1	1	1	NCBI RefSeq	GCF_964028225.1-RS_2025_01_08	2025-01-08	1250	1155	41	na
GCF_964028365.1	PRJNA224116	SAMEA114449942	na	reference genome	3066183	3066183	Wolbachia endosymbiont (group A) of Udea olivalis	na	54656	latest	Complete Genome	Major	Full	2024-06-28	ilUdeOliv2.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/365/GCF_964028365.1_ilUdeOliv2.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1676004	1676004	35	1	1	1	NCBI RefSeq	GCF_964028365.1-RS_2025_01_08	2025-01-08	1572	1459	41	na
GCF_964028585.1	PRJNA224116	SAMEA114449944	na	reference genome	3066184	3066184	Wolbachia endosymbiont (group B) of Xanthorhoe designata	na	54658	latest	Complete Genome	Major	Full	2024-06-28	ilXanDesi1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/585/GCF_964028585.1_ilXanDesi1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1295045	1295045	34	1	1	1	NCBI RefSeq	GCF_964028585.1-RS_2025_01_08	2025-01-08	1279	1137	41	na
GCF_964028205.1	PRJNA224116	SAMEA114449945	na	reference genome	3066185	3066185	Wolbachia endosymbiont (group B) of Xylocampa areola	na	54659	latest	Complete Genome	Major	Full	2024-06-28	ilXylAreo1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/205/GCF_964028205.1_ilXylAreo1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1258831	1258831	34	1	1	1	NCBI RefSeq	GCF_964028205.1-RS_2025_01_08	2025-01-08	1222	1131	41	na
GCF_964026795.1	PRJNA224116	SAMEA114461103	na	reference genome	3066186	3066186	Wolbachia endosymbiont (group B) of Yponomeuta malinellus	na	54834	latest	Complete Genome	Major	Full	2024-04-20	ilYpoRore1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964026795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/795/GCF_964026795.1_ilYpoRore1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1503263	1503263	34	1	1	1	NCBI RefSeq	GCF_964026795.1-RS_2025_01_08	2025-01-08	1425	1297	41	na
GCF_964028505.1	PRJNA224116	SAMEA114449947	na	reference genome	3066188	3066188	Wolbachia endosymbiont (group A) of Alloplasta piceator	na	54661	latest	Complete Genome	Major	Full	2024-06-28	iyAllPice1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/505/GCF_964028505.1_iyAllPice1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1338593	1338593	35	1	1	1	NCBI RefSeq	GCF_964028505.1-RS_2025_01_08	2025-01-08	1332	1171	41	na
GCF_964026715.1	PRJNA224116	SAMEA114449949	na	reference genome	3066189	3066189	Wolbachia endosymbiont (group A) of Andrena bucephala	na	54663	latest	Complete Genome	Major	Full	2024-04-20	iyAndBuce1.Wolbachia_sp_2.1	WELLCOME SANGER INSTITUTE	GCA_964026715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/715/GCF_964026715.1_iyAndBuce1.Wolbachia_sp_2.1	na	na	na	haploid	bacteria	1410266	1410266	35	1	1	1	NCBI RefSeq	GCF_964026715.1-RS_2025_01_08	2025-01-08	1467	1338	41	na
GCF_964027085.1	PRJNA224116	SAMEA114449950	na	reference genome	3066190	3066190	Wolbachia endosymbiont (group A) of Andrena carantonica	na	54664	latest	Complete Genome	Major	Full	2024-04-20	iyAndCara2.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964027085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/027/085/GCF_964027085.1_iyAndCara2.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1536524	1536524	35	1	1	1	NCBI RefSeq	GCF_964027085.1-RS_2025_01_08	2025-01-08	1553	1438	41	na
GCF_964026815.1	PRJNA224116	SAMEA114449952	na	reference genome	3066191	3066191	Wolbachia endosymbiont (group A) of Andrena fulva	na	54666	latest	Complete Genome	Major	Full	2024-04-20	iyAndFulv1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964026815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/815/GCF_964026815.1_iyAndFulv1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1466785	1466785	35.5	1	1	1	NCBI RefSeq	GCF_964026815.1-RS_2025_01_08	2025-01-08	1503	1375	41	na
GCF_964028415.1	PRJNA224116	SAMEA114449953	na	reference genome	3066192	3066192	Wolbachia endosymbiont (group A) of Andrena helvola	na	54667	latest	Complete Genome	Major	Full	2024-06-28	iyAndHelv1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/415/GCF_964028415.1_iyAndHelv1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1565186	1565186	35	1	1	1	NCBI RefSeq	GCF_964028415.1-RS_2025_01_08	2025-01-08	1617	1451	42	na
GCF_964028445.1	PRJNA224116	SAMEA114450616	na	reference genome	3066193	3066193	Wolbachia endosymbiont (group A) of Andrena trimmerana	na	54802	latest	Complete Genome	Major	Full	2024-06-28	iyAndTrim1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/445/GCF_964028445.1_iyAndTrim1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1435785	1435785	35.5	1	1	1	NCBI RefSeq	GCF_964028445.1-RS_2025_01_08	2025-01-08	1405	1251	41	na
GCF_964028115.1	PRJNA224116	SAMEA114449954	na	reference genome	3066194	3066194	Wolbachia endosymbiont (group A) of Anthophora plumipes	na	54669	latest	Complete Genome	Major	Full	2024-06-28	iyAntPlum1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/115/GCF_964028115.1_iyAntPlum1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1173856	1173856	35.5	1	1	1	NCBI RefSeq	GCF_964028115.1-RS_2025_01_08	2025-01-08	1173	1077	41	na
GCF_964277365.1	PRJNA224116	SAMEA114449955	na	reference genome	3066195	3066195	Wolbachia endosymbiont (group A) of Aporus unicolor	na	54670	latest	Complete Genome	Major	Full	2024-10-31	iyApoUnic1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964277365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/277/365/GCF_964277365.1_iyApoUnic1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1270663	1270663	35	1	1	1	NCBI RefSeq	GCF_964277365.1-RS_2025_01_08	2025-01-08	1258	1152	42	na
GCF_964026755.1	PRJNA224116	SAMEA114449956	na	reference genome	3066196	3066196	Wolbachia endosymbiont (group A) of Campoletis raptor	na	54671	latest	Complete Genome	Major	Full	2024-04-20	iyCamRapt1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964026755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/755/GCF_964026755.1_iyCamRapt1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1416219	1416219	35	1	1	1	NCBI RefSeq	GCF_964026755.1-RS_2025_01_08	2025-01-08	1450	1267	41	na
GCF_964026765.1	PRJNA224116	SAMEA114449957	na	reference genome	3066197	3066197	Wolbachia endosymbiont (group A) of Chalcis sispes	na	54672	latest	Complete Genome	Major	Full	2024-04-20	iyChaSisp2.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964026765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/765/GCF_964026765.1_iyChaSisp2.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1257686	1257686	35.5	1	1	1	NCBI RefSeq	GCF_964026765.1-RS_2025_01_08	2025-01-08	1279	1183	41	na
GCF_964028265.1	PRJNA224116	SAMEA114449962	na	reference genome	3066200	3066200	Wolbachia endosymbiont (group A) of Gastracanthus pulcherrimus	na	54677	latest	Complete Genome	Major	Full	2024-06-28	iyGasPulc2.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/265/GCF_964028265.1_iyGasPulc2.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1348666	1348666	35	1	1	1	NCBI RefSeq	GCF_964028265.1-RS_2025_01_08	2025-01-08	1392	1271	41	na
GCF_964028605.1	PRJNA224116	SAMEA114449963	na	reference genome	3066201	3066201	Wolbachia endosymbiont (group A) of Lasioglossum fulvicorne	na	54678	latest	Complete Genome	Major	Full	2024-06-28	iyLasFulv3.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/605/GCF_964028605.1_iyLasFulv3.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1454780	1454780	36	1	1	1	NCBI RefSeq	GCF_964028605.1-RS_2024_06_28	2024-06-28	1568	1205	41	na
GCF_964026955.1	PRJNA224116	SAMEA114449964	na	reference genome	3066202	3066202	Wolbachia endosymbiont (group A) of Lasioglossum villosulum	na	54679	latest	Complete Genome	Major	Full	2024-04-20	iyLasVill1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964026955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/955/GCF_964026955.1_iyLasVill1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1435495	1435495	35	1	1	1	NCBI RefSeq	GCF_964026955.1-RS_2025_01_08	2025-01-08	1471	1351	41	na
GCF_964273365.1	PRJNA224116	SAMEA114449965	na	reference genome	3066203	3066203	Wolbachia endosymbiont (group A) of Melitta haemorrhoidalis	na	54680	latest	Complete Genome	Major	Full	2024-10-31	iyMelHaem1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964273365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/273/365/GCF_964273365.1_iyMelHaem1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1280946	1280946	35	1	1	1	NCBI RefSeq	GCF_964273365.1-RS_2025_01_08	2025-01-08	1298	1207	43	na
GCF_964027105.1	PRJNA224116	SAMEA114449966	na	reference genome	3066204	3066204	Wolbachia endosymbiont (group A) of Nomada ferruginata	na	54681	latest	Complete Genome	Major	Full	2024-04-20	iyNomFerr1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964027105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/027/105/GCF_964027105.1_iyNomFerr1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1296103	1296103	35	1	1	1	NCBI RefSeq	GCF_964027105.1-RS_2025_01_08	2025-01-08	1330	1220	41	na
GCF_964027055.1	PRJNA224116	SAMEA114449968	na	reference genome	3066205	3066205	Wolbachia endosymbiont (group A) of Nomada flava	na	54683	latest	Complete Genome	Major	Full	2024-04-20	iyNomFlav1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964027055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/027/055/GCF_964027055.1_iyNomFlav1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1458098	1458098	35.5	1	1	1	NCBI RefSeq	GCF_964027055.1-RS_2025_01_08	2025-01-08	1555	1348	41	na
GCF_964028175.1	PRJNA224116	SAMEA114449969	na	reference genome	3066206	3066206	Wolbachia endosymbiont (group A) of Nomada fucata	na	54684	latest	Complete Genome	Major	Full	2024-06-28	iyNomFuca1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/175/GCF_964028175.1_iyNomFuca1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1220863	1220863	35	1	1	1	NCBI RefSeq	GCF_964028175.1-RS_2025_01_08	2025-01-08	1222	1132	41	na
GCF_964026705.1	PRJNA224116	SAMEA114449971	na	reference genome	3066207	3066207	Wolbachia endosymbiont (group A) of Nomada goodeniana	na	54686	latest	Complete Genome	Major	Full	2024-04-20	iyNomGood2.Wolbachia_sp_2.1	WELLCOME SANGER INSTITUTE	GCA_964026705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/026/705/GCF_964026705.1_iyNomGood2.Wolbachia_sp_2.1	na	na	na	haploid	bacteria	1452922	1452922	35.5	1	1	1	NCBI RefSeq	GCF_964026705.1-RS_2025_01_08	2025-01-08	1419	1290	41	na
GCF_963966205.1	PRJNA224116	SAMEA114449973	na	na	3066208	3066208	Wolbachia endosymbiont (group A) of Nomada hirtipes	na	54688	latest	Complete Genome	Major	Full	2024-04-05	iyNomHirt1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_963966205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/966/205/GCF_963966205.1_iyNomHirt1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1715451	1715451	35	1	1	1	NCBI RefSeq	GCF_963966205.1-RS_2025_01_08	2025-01-08	1772	1550	41	na
GCF_963969245.1	PRJNA224116	SAMEA114449974	na	reference genome	3066209	3066209	Wolbachia endosymbiont (group A) of Ophion costatus	na	54689	latest	Complete Genome	Major	Full	2024-04-05	iyOphCost1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_963969245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/969/245/GCF_963969245.1_iyOphCost1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1399493	1399493	35	1	1	1	NCBI RefSeq	GCF_963969245.1-RS_2025_01_08	2025-01-08	1421	1279	41	na
GCF_964019365.1	PRJNA224116	SAMEA114449975	na	reference genome	3066210	3066210	Wolbachia endosymbiont (group A) of Ophion ellenae	na	54690	latest	Complete Genome	Major	Full	2024-04-05	iyOphElle1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964019365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/019/365/GCF_964019365.1_iyOphElle1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1432666	1432666	35	1	1	1	NCBI RefSeq	GCF_964019365.1-RS_2025_01_08	2025-01-08	1476	1301	42	na
GCF_964027005.1	PRJNA224116	SAMEA114449976	na	reference genome	3066211	3066211	Wolbachia endosymbiont (group A) of Oxytorus armatus	na	54691	latest	Complete Genome	Major	Full	2024-04-20	iyOxyArmt1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964027005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/027/005/GCF_964027005.1_iyOxyArmt1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1398936	1398936	35	1	1	1	NCBI RefSeq	GCF_964027005.1-RS_2025_01_08	2025-01-08	1400	1243	41	na
GCF_964028485.1	PRJNA224116	SAMEA114449977	na	reference genome	3066212	3066212	Wolbachia endosymbiont (group A) of Paraperithous gnathaulax	na	54692	latest	Complete Genome	Major	Full	2024-06-28	iyParGnat1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/485/GCF_964028485.1_iyParGnat1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1254541	1254541	35	1	1	1	NCBI RefSeq	GCF_964028485.1-RS_2025_01_08	2025-01-08	1312	1197	41	na
GCF_964028425.1	PRJNA224116	SAMEA114449978	na	reference genome	3066213	3066213	Wolbachia endosymbiont (group A) of Rhorus exstirpatorius	na	54693	latest	Complete Genome	Major	Full	2024-06-28	iyRhoExst1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/425/GCF_964028425.1_iyRhoExst1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1455570	1455570	35	1	1	1	NCBI RefSeq	GCF_964028425.1-RS_2025_01_08	2025-01-08	1410	1315	41	na
GCF_964277345.1	PRJNA224116	SAMEA114449980	na	reference genome	3066214	3066214	Wolbachia endosymbiont (group A) of Therophilus tumidulus	na	54695	latest	Complete Genome	Major	Full	2024-10-31	iyTheTumi1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964277345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/277/345/GCF_964277345.1_iyTheTumi1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1403370	1403370	35	1	1	1	NCBI RefSeq	GCF_964277345.1-RS_2025_01_08	2025-01-08	1478	1347	41	na
GCF_964028565.1	PRJNA224116	SAMEA114449981	na	reference genome	3066215	3066215	Wolbachia endosymbiont (group A) of Tromatobia lineatoria	na	54696	latest	Complete Genome	Major	Full	2024-06-28	iyTroLine1.Wolbachia_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964028565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/028/565/GCF_964028565.1_iyTroLine1.Wolbachia_sp_1.1	na	na	na	haploid	bacteria	1189513	1189513	35	1	1	1	NCBI RefSeq	GCF_964028565.1-RS_2025_01_08	2025-01-08	1237	1134	41	na
GCF_964020025.1	PRJNA224116	SAMEA114449982	na	reference genome	3066216	3066216	Cardinium endosymbiont of Tipula unca	na	54697	latest	Complete Genome	Major	Full	2024-04-05	idTipUnca1.Cardinium_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964020025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/020/025/GCF_964020025.1_idTipUnca1.Cardinium_sp_1.1	na	na	na	haploid	bacteria	1374024	1374024	36.5	1	1	1	NCBI RefSeq	GCF_964020025.1-RS_2025_04_05	2025-04-05	1378	1028	40	na
GCF_965196625.1	PRJNA224116	SAMEA114449983	na	reference genome	3066217	3066217	Cardinium endosymbiont of Nabis limbatus	na	54698	latest	Complete Genome	Major	Full	2025-03-12	ihNabLimb1.Cardinium_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_965196625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/196/625/GCF_965196625.1_ihNabLimb1.Cardinium_sp_1.1	na	na	na	haploid	bacteria	1158289	1158289	38.5	1	1	1	NCBI RefSeq	GCF_965196625.1-RS_2025_03_11	2025-03-11	1024	959	40	na
GCF_964030875.1	PRJNA224116	SAMEA114457940	na	reference genome	3066219	3066219	Candidatus Walczuchella endosymbiont of Icerya purchasi	na	54819	latest	Complete Genome	Major	Full	2024-04-25	ihIcePurc2.Walczuchella_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_964030875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/030/875/GCF_964030875.1_ihIcePurc2.Walczuchella_sp_1.1	na	na	na	haploid	bacteria	288648	288648	32.5	1	1	1	NCBI RefSeq	GCF_964030875.1-RS_2025_04_24	2025-04-24	306	252	39	na
